SL.NO,COUNTRY,TOTAL CASES,NEW CASES,TOTAL DEATHS,NEW DEATHS,TOTAL RECOVERED,NEW RECOVERED,ACTIVE CASES,CRITICAL CASES,CASES/MILLION,DEATHS/MILLION,TOTAL TESTS,TESTS/MILLION,POPULATION,CONTINENT
1,USA,"30,095,234","+13,577","547,446 ",+212,"22,184,811","+15,574","7,362,977","9,397","90,549","1,647","380,488,569","1,144,799","332,362,663 ",North America
2,Brazil,"11,483,370",0,"278,327 ",0,"10,063,808",0,"1,141,235","8,318","53,757","1,303","28,600,000","133,884","213,617,532 ",South America
3,India,"11,409,524","+24,366","158,892 ",+130,"11,025,493","+20,048","225,139","8,944","8,211",114,"227,407,413","163,662","1,389,493,864 ",Asia
4,Russia,"4,400,045","+9,437","92,494 ",+404,"4,003,576","+8,267","303,975","2,300","30,142",634,"115,500,000","791,213","145,978,410 ",Europe
5,UK,"4,263,527","+5,089","125,580 ",+64,"3,526,715","+29,790","611,232","1,110","62,574","1,843","106,046,223","1,556,392","68,135,945 ",Europe
6,France,"4,071,662",0,"90,429 ",0,"272,960",0,"3,708,273","4,127","62,282","1,383","57,231,533","875,436","65,374,874 ",Europe
7,Italy,"3,238,394","+15,267","102,499 ",+354,"2,605,538","+15,807","530,357","3,157","53,616","1,697","44,802,319","741,768","60,399,338 ",Europe
8,Spain,"3,195,062","+4,484","72,424 ",+56,"2,857,714",0,"264,924","2,112","68,318","1,549","41,114,319","879,122","46,767,497 ",Europe
9,Turkey,"2,894,893","+15,503","29,552 ",+63,"2,716,969","+15,893","148,372","1,425","34,068",348,"35,277,116","415,154","84,973,536 ",Asia
10,Germany,"2,581,398","+2,563","74,002 ",+43,"2,365,100","+7,100","142,296","2,848","30,741",881,"46,319,641","551,609","83,971,874 ",Europe
11,Colombia,"2,303,144",0,"61,143 ",0,"2,202,580",0,"39,421","1,982","44,929","1,193","11,989,901","233,894","51,262,069 ",South America
12,Argentina,"2,195,722",0,"53,670 ",0,"1,986,903",0,"155,149","3,479","48,273","1,180","7,998,673","175,849","45,485,930 ",South America
13,Mexico,"2,166,290","+2,415","194,710 ",+220,"1,705,743","+4,527","265,837","4,798","16,679","1,499","5,771,369","44,436","129,879,903 ",North America
14,Poland,"1,917,527","+10,896","47,206 ",+28,"1,574,455","+14,228","295,866","2,084","50,705","1,248","10,668,987","282,118","37,817,481 ",Europe
15,Iran,"1,754,933","+7,980","61,330 ",+100,"1,499,301","+6,813","194,302","3,839","20,709",724,"11,781,317","139,023","84,743,821 ",Asia
16,South Africa,"1,529,420",0,"51,326 ",0,"1,454,290",0,"23,804",546,"25,562",858,"9,450,492","157,953","59,831,008 ",Africa
17,Ukraine,"1,467,548","+6,792","28,433 ",+130,"1,226,007","+3,491","213,108",177,"33,699",653,"7,328,468","168,282","43,548,757 ",Europe
18,Indonesia,"1,425,044","+5,589","38,573 ",+147,"1,249,947","+6,830","136,524",0,"5,172",140,"11,664,857","42,334","275,545,871 ",Asia
19,Peru,"1,412,406",0,"49,003 ",0,"1,322,685",0,"40,718","2,218","42,424","1,472","8,284,625","248,844","33,292,474 ",South America
20,Czechia,"1,402,420","+3,291","23,379 ",+88,"1,214,056",+92,"164,985","1,935","130,787","2,180","9,665,502","901,387","10,722,926 ",Europe
21,Netherlands,"1,162,661","+5,469","16,087 ",+18,N/A,N/A,N/A,564,"67,748",937,"6,970,400","406,165","17,161,479 ",Europe
22,Canada,"909,157",0,"22,463 ",0,"855,020",0,"31,674",543,"23,942",592,"25,881,400","681,561","37,973,717 ",North America
23,Chile,"896,231","+5,121","21,772 ",+98,"840,668","+4,999","33,791","2,053","46,603","1,132","10,189,233","529,833","19,231,036 ",South America
24,Romania,"862,681","+2,972","21,565 ",+82,"787,392","+3,750","53,724","1,225","45,055","1,126","6,774,562","353,813","19,147,305 ",Europe
25,Israel,"819,987","+1,439","6,025 ",+17,"786,369","+1,803","27,593",627,"89,152",655,"12,884,409","1,400,846","9,197,590 ",Asia
26,Portugal,"814,513",+256,"16,694 ",+10,"761,788","+2,371","36,031",231,"80,044","1,641","8,505,802","835,885","10,175,800 ",Europe
27,Belgium,"808,283","+2,962","22,441 ",+20,"54,577",+195,"731,265",474,"69,530","1,930","10,110,146","869,691","11,624,988 ",Europe
28,Iraq,"763,085","+4,901","13,788 ",+37,"690,620","+4,850","58,677",458,"18,680",338,"7,419,942","181,639","40,849,880 ",Asia
29,Sweden,"712,527",0,"13,146 ",0,N/A,N/A,N/A,250,"70,246","1,296","6,627,544","653,386","10,143,382 ",Europe
30,Philippines,"626,893","+5,404","12,837 ",+8,"560,577",+71,"53,479",785,"5,668",116,"9,360,101","84,631","110,599,501 ",Asia
31,Pakistan,"607,453","+2,253","13,537 ",+29,"571,878","+1,307","22,038","1,823","2,713",60,"9,529,763","42,567","223,878,276 ",Asia
32,Switzerland,"573,815","+3,170","10,115 ",+3,"530,686",0,"33,014",164,"65,964","1,163","5,458,758","627,520","8,698,941 ",Europe
33,Bangladesh,"559,168","+1,773","8,571 ",+26,"513,127","+1,432","37,470",0,"3,372",52,"4,283,246","25,828","165,836,893 ",Asia
34,Hungary,"524,196","+7,706","17,083 ",+131,"354,817","+2,926","152,296","1,008","54,360","1,772","4,104,415","425,632","9,643,103 ",Europe
35,Serbia,"520,911","+4,634","4,747 ",+28,"445,182",0,"70,982",219,"59,788",545,"3,164,313","363,188","8,712,609 ",Europe
36,Austria,"495,464","+1,896","8,892 ",+19,"459,288","+2,022","27,284",364,"54,793",983,"6,033,827","667,281","9,042,407 ",Europe
37,Morocco,"488,937",0,"8,723 ",0,"475,849",0,"4,365",255,"13,138",234,"5,801,538","155,887","37,216,262 ",Africa
38,Jordan,"486,470","+9,417","5,428 ",+82,"401,319","+5,124","79,723",638,"47,350",528,"5,223,283","508,399","10,273,976 ",Asia
39,Japan,"447,906","+1,033","8,590 ",+30,"426,686","+1,023","12,630",327,"3,549",68,"8,946,247","70,887","126,204,154 ",Asia
40,UAE,"428,295","+1,898","1,402 ",+7,"408,085","+2,438","18,808",0,"42,942",141,"34,030,998","3,412,008","9,973,893 ",Asia
41,Lebanon,"419,953","+1,505","5,422 ",+42,"331,506","+2,800","83,025",958,"61,722",797,"3,286,266","482,995","6,803,936 ",Asia
42,Saudi Arabia,"382,752",+345,"6,573 ",+6,"372,926",+223,"3,253",567,"10,876",187,"14,352,790","407,842","35,192,038 ",Asia
43,Panama,"347,919",0,"5,994 ",0,"335,850",0,"6,075",111,"79,759","1,374","2,017,331","462,464","4,362,139 ",North America
44,Slovakia,"337,960",+457,"8,605 ",+77,"255,300",0,"74,055",668,"61,880","1,576","2,200,380","402,889","5,461,499 ",Europe
45,Malaysia,"324,971","+1,208","1,213 ",+3,"308,247","+1,973","15,511",155,"9,951",37,"6,870,587","210,395","32,655,630 ",Asia
46,Belarus,"303,270",+947,"2,103 ",+8,"294,143",+658,"7,024",0,"32,102",223,"5,113,709","541,297","9,447,139 ",Europe
47,Ecuador,"302,221",0,"16,236 ",0,"263,164",0,"22,821",519,"16,950",911,"1,068,530","59,929","17,829,955 ",South America
48,Bulgaria,"278,557",0,"11,285 ",0,"225,182",0,"42,090",533,"40,303","1,633","1,841,263","266,402","6,911,593 ",Europe
49,Nepal,"275,310",+79,"3,014 ",0,"271,401",+75,895,0,"9,332",102,"2,218,722","75,206","29,501,898 ",Asia
50,Georgia,"275,148",+159,"3,650 ",+2,"268,565",+328,"2,933",0,"69,067",916,"3,006,463","754,675","3,983,784 ",Asia
51,Bolivia,"259,389",+385,"11,958 ",+14,"204,813",+602,"42,618",71,"22,012","1,015","802,284","68,081","11,784,188 ",South America
52,Croatia,"251,174",+129,"5,685 ",+8,"241,147",+583,"4,342",72,"61,450","1,391","1,431,342","350,181","4,087,440 ",Europe
53,Dominican Republic,"246,299",+254,"3,226 ",+4,"202,547",+485,"40,526",166,"22,547",295,"1,254,317","114,822","10,923,988 ",North America
54,Tunisia,"242,124",+290,"8,404 ",+15,"209,166","+1,480","24,554",270,"20,338",706,"1,037,974","87,187","11,905,088 ",Africa
55,Azerbaijan,"240,671",+376,"3,286 ",+4,"231,061",+101,"6,324",0,"23,588",322,"2,716,017","266,195","10,203,120 ",Asia
56,Ireland,"227,316",+575,"4,534 ",0,"23,364",0,"199,418",85,"45,679",911,"3,720,861","747,711","4,976,339 ",Europe
57,Kazakhstan,"224,731","+1,011","2,851 ",0,"206,832",+683,"15,048",221,"11,869",151,"8,059,566","425,674","18,933,636 ",Asia
58,Greece,"222,281","+1,134","7,137 ",+46,"187,544",0,"27,600",564,"21,399",687,"5,868,332","564,957","10,387,221 ",Europe
59,Denmark,"221,071",+612,"2,393 ",+2,"210,114",+512,"8,564",40,"38,073",412,"20,628,721","3,552,689","5,806,509 ",Europe
60,Palestine,"211,602","+2,298","2,293 ",+25,"187,634","+1,356","21,675",181,"40,820",442,"1,295,750","249,961","5,183,810 ",Asia
